Company_ID,Year,Industry,Company_Size,Revenue_GBP,AI_Investment_GBP,AI_Adoption_Pct,AI_Tools_Used,AI_Maturity_Level,Data_Quality_Score,Decision_Accuracy_Pct,Decision_Time_Days,Revenue_Growth_Pct,Employee_Productivity_Index,Customer_Satisfaction_Index,Ethical_Compliance,Scope1_Emissions_Tonnes,Scope2_Emissions_Tonnes
C0408,2018,Healthcare,45651,1858657192.56,16864.11,36.1,3,Low,4.86,78.56,13.4,1.3,62.79,64.73,No,30114.29,15923.98
C0408,2019,Healthcare,45651,2369540368.42,17739.69,35.65,4,Low,3.5,73.31,12.81,7.29,57.63,68.57,No,35474.94,25857.2
C0408,2020,Healthcare,45651,2251562548.71,18404.64,40.4,4,Medium,4.17,70.63,11.89,4.72,72.53,73.39,No,41754.91,25033.98
C0408,2021,Healthcare,45651,2602371302.69,20999.18,33.68,2,Low,4.86,79.63,13.6,6.46,66.55,69.6,No,34013.36,19604.35
C0408,2022,Healthcare,45651,2869941233.17,19071.72,43.9,4,Medium,5.61,74.76,11.86,6.99,70.84,72.92,No,28182.79,19042.69
C0408,2023,Healthcare,45651,2698937427.19,19726.72,51.19,4,Medium,5.38,75.76,11.74,5.28,66.06,70.9,Yes,43973.81,30136.75
C0408,2024,Healthcare,45651,2738476941.61,23719.22,41.85,4,Medium,5.8,76.2,12.03,4.85,71.66,72.3,No,41058.16,23661.72
C0409,2015,Retail,48591,7968269125.39,149509.43,38.11,5,Low,6.74,75.16,9.84,9.38,65.52,61.57,No,26553.46,8091.67
C0409,2016,Retail,48591,8277758806.88,100800.79,48.28,4,Medium,6.81,82.37,10.74,3.88,80.7,69.99,No,24070.6,18672.62
C0409,2017,Retail,48591,9640034214.41,130380.97,32.38,2,Low,6.87,77.43,11.68,9.99,70.23,71.45,No,19679.46,9707.51
C0409,2018,Retail,48591,9589317731.84,100000.62,45.47,3,Medium,8.33,82.65,8.56,6.37,72.38,76.26,No,20018.93,10503.96
C0409,2019,Retail,48591,9871821009.87,165053.67,45.59,5,Medium,8.82,83.14,9.26,5.5,78.52,68.52,No,21913.16,11100.66
C0409,2020,Retail,48591,13028837613.38,160894.02,50.98,5,Medium,7.69,81.84,9.99,10.33,73.29,64.85,No,21243.87,15333.02
C0409,2021,Retail,48591,11274840452.33,160661.24,60.18,4,Medium,7.41,83.2,9.2,5.96,85.68,71.06,No,25571.34,21834.77
C0409,2022,Retail,48591,12932452544.09,132918.73,59.3,4,Medium,9.96,88.05,6.9,7.16,95.22,76.04,No,22352.23,17350.75
C0409,2023,Retail,48591,10343820217.11,166528.17,53.55,4,Medium,8.82,86.65,6.9,3.32,78.16,66.07,No,24455.86,19813.01
C0409,2024,Retail,48591,7451338987.38,174257.22,55.5,5,Medium,8.47,80.62,7.58,-0.74,90.02,73.17,Yes,22674.45,16054.07
C0410,2015,Finance,46060,2564805506.06,126694.79,42.25,4,Medium,8.17,82.8,9.47,9.08,76.08,71.26,No,4492.73,3744.96
C0410,2016,Finance,46060,2711520929.45,197833.69,39.61,3,Low,8.4,79.58,9.69,5.72,68.95,62.83,No,4874.6,2445.3
C0410,2017,Finance,46060,3159617310.4,159280.76,40.74,4,Medium,8.22,85.25,8.83,10.99,82.77,76.42,No,4852.6,4280.75
C0410,2018,Finance,46060,3025530652.24,174865.3,41.18,5,Medium,7.69,87.44,8.23,5.66,86.6,73.42,Yes,3620.14,2923.65
C0410,2019,Finance,46060,2918213516.17,211882.95,47.72,3,Medium,8.86,87.41,7.85,3.28,75.31,70.91,Yes,4887.66,4226.84
C0410,2020,Finance,46060,3095803444.48,180606.93,52.03,4,Medium,7.78,86.58,8.98,3.84,91.49,69.52,Yes,5357.47,2426.06
C0410,2021,Finance,46060,3315793396.21,177682.36,44.73,4,Medium,10.0,88.81,8.38,4.37,85.77,71.28,No,4692.48,4146.39
C0410,2022,Finance,46060,4747670179.53,123859.18,51.49,5,Medium,9.52,89.14,9.19,9.2,87.25,77.2,Yes,3976.01,3561.72
C0410,2023,Finance,46060,3346025706.86,201384.46,58.47,4,Medium,8.92,83.83,7.63,3.38,78.22,74.1,Yes,4645.7,1814.49
C0410,2024,Finance,46060,2846357513.47,187848.2,51.46,3,Medium,9.62,89.2,5.93,1.16,90.74,65.59,No,5019.69,4058.67
C0411,2015,Finance,34709,11949272864.43,73070.29,33.8,3,Low,3.26,74.28,14.89,2.35,60.82,66.15,Yes,3616.21,1537.81
C0411,2016,Finance,34709,12945718067.92,81668.48,34.76,3,Low,4.07,75.14,12.26,8.34,66.3,63.79,Yes,3825.23,1665.37
C0411,2017,Finance,34709,13348156619.11,75726.02,40.16,4,Medium,3.39,74.37,11.43,5.69,62.52,73.2,No,3410.71,2351.33
C0411,2018,Finance,34709,11836752457.16,91816.6,41.55,5,Medium,4.49,74.81,14.49,-0.31,77.77,71.53,Yes,3642.26,1323.12
C0411,2019,Finance,34709,13825271148.12,80935.12,38.09,4,Low,2.76,71.56,12.92,3.71,55.62,71.31,No,4517.47,1688.7
C0411,2020,Finance,34709,17002532300.43,103018.04,52.06,3,Medium,3.3,74.56,13.85,7.31,65.59,64.55,No,3401.49,1592.43
C0411,2021,Finance,34709,19334298939.51,121393.18,46.82,4,Medium,3.95,74.77,10.39,8.35,70.35,65.82,No,3817.15,1332.73
C0411,2022,Finance,34709,20643658688.2,102424.89,47.04,6,Medium,5.51,77.6,10.65,8.12,66.51,54.53,No,3187.08,1736.06
C0411,2023,Finance,34709,12057717113.36,88752.49,48.86,4,Medium,4.58,75.74,12.12,0.11,61.01,60.93,No,3216.81,2111.51
C0411,2024,Finance,34709,13448651287.82,86810.72,49.47,5,Medium,3.73,76.08,11.84,1.32,65.88,67.08,No,3576.7,1866.06
C0412,2015,Technology,4584,7898280466.17,50057.93,26.99,4,Low,4.44,70.05,11.37,6.96,55.57,62.1,No,922.13,538.69
C0412,2016,Technology,4584,8550523570.21,54498.87,31.77,2,Low,6.2,76.24,13.32,8.26,63.87,65.06,Yes,740.94,243.73
C0412,2017,Technology,4584,9118512458.93,61715.98,39.32,3,Low,4.96,72.59,12.69,7.45,72.69,63.51,Yes,1103.76,718.84
C0412,2018,Technology,4584,9807698475.65,58771.05,34.76,3,Low,3.79,69.15,16.51,7.48,67.23,62.49,No,1041.55,408.83
C0412,2019,Technology,4584,9928652187.5,82786.95,37.74,3,Low,6.64,74.69,10.77,5.89,75.79,71.4,No,899.72,713.46
C0412,2020,Technology,4584,7880527131.96,55906.1,58.54,6,Medium,5.96,81.83,9.24,-0.04,75.81,64.33,No,1073.4,569.29
C0412,2021,Technology,4584,13683474444.8,50149.08,47.25,4,Medium,6.32,76.88,10.27,9.59,81.34,65.18,No,1076.86,460.53
C0412,2022,Technology,4584,11042765123.01,79107.93,47.64,4,Medium,6.25,74.5,7.99,4.9,74.45,66.72,Yes,739.75,232.15
C0412,2023,Technology,4584,10949278290.16,60674.72,49.07,4,Medium,5.89,81.41,9.69,4.17,74.18,69.44,Yes,1179.74,639.7
C0412,2024,Technology,4584,10543731099.66,80952.4,53.92,4,Medium,7.12,84.98,10.92,3.26,77.77,69.16,No,1193.72,1001.03
C0413,2015,Retail,48991,11735566679.33,76964.91,29.11,3,Low,7.06,77.53,10.77,8.2,79.75,67.78,No,24670.21,14547.63
C0413,2016,Retail,48991,12872258724.94,80264.03,39.9,2,Low,5.35,76.9,11.31,9.69,65.93,66.12,No,24454.59,8581.03
C0413,2017,Retail,48991,13048691376.65,76362.23,39.2,4,Low,5.08,73.29,12.43,5.45,68.59,73.6,No,26263.2,15821.53
C0413,2018,Retail,48991,13592627425.03,65549.87,36.31,2,Low,5.96,76.69,10.76,5.02,79.09,73.33,No,27261.72,8622.08
C0413,2019,Retail,48991,14253353856.77,104303.99,42.46,4,Medium,6.17,80.46,10.81,4.98,72.71,66.6,No,18884.48,14437.06
C0413,2020,Retail,48991,13042693014.42,96881.46,41.07,3,Medium,6.65,81.42,9.66,2.13,77.79,73.46,No,23385.08,10492.01
C0413,2021,Retail,48991,12879506310.66,75761.87,42.23,4,Medium,6.74,81.34,10.8,1.56,82.34,63.19,No,20345.93,10566.75
C0413,2022,Retail,48991,16766098099.18,77602.53,52.56,4,Medium,6.77,79.07,10.4,5.23,77.38,67.2,No,20863.76,12729.81
C0413,2023,Retail,48991,18333624779.58,98241.35,50.98,5,Medium,6.98,81.04,10.17,5.73,77.2,68.38,No,15331.87,7861.39
C0413,2024,Retail,48991,22374476330.28,94154.63,47.92,3,Medium,7.13,83.44,11.25,7.43,87.67,67.04,No,26613.07,12021.51
C0414,2015,Manufacturing,42641,685361891.04,17662.65,22.68,2,Low,2.17,64.2,16.61,6.85,54.57,69.12,No,95729.65,70156.84
C0414,2016,Manufacturing,42641,708453938.21,17786.0,14.54,0,Low,3.42,74.2,14.89,3.37,63.04,73.96,No,105538.82,49604.12
C0414,2017,Manufacturing,42641,712354544.95,20893.82,26.03,2,Low,4.78,71.65,12.21,1.95,67.17,68.13,No,90463.86,74443.62
C0414,2018,Manufacturing,42641,693650348.81,24725.32,38.22,4,Low,4.08,74.05,14.32,0.4,62.79,65.9,No,131111.1,64770.68
C0414,2019,Manufacturing,42641,766794578.0,25835.44,36.12,4,Low,3.64,66.56,14.1,2.85,67.88,64.96,No,117818.03,60001.82
C0414,2020,Manufacturing,42641,823439655.47,18835.63,42.44,4,Medium,3.53,73.38,12.22,3.74,67.76,56.51,Yes,131018.25,53411.01
C0414,2021,Manufacturing,42641,733097880.18,11583.58,32.18,3,Low,3.57,72.55,13.35,1.13,66.02,60.92,No,133119.67,77215.42
C0414,2022,Manufacturing,42641,1298231225.92,20256.13,39.4,3,Low,4.0,76.02,13.6,9.56,69.82,66.97,Yes,118239.15,78605.87
C0414,2023,Manufacturing,42641,1265015538.56,21869.31,50.5,3,Medium,4.01,75.56,13.84,7.96,69.59,63.07,No,104201.66,40511.66
C0414,2024,Manufacturing,42641,983111146.89,22085.94,51.14,3,Medium,3.48,78.88,13.2,4.09,53.64,64.73,Yes,95370.11,76697.33
C0415,2015,Manufacturing,6965,10776700112.09,45453.7,32.79,3,Low,3.59,71.94,16.15,7.23,65.9,61.62,No,15221.52,10752.79
C0415,2016,Manufacturing,6965,11212504786.52,47419.92,32.17,3,Low,3.46,66.28,14.01,4.04,70.55,68.11,No,18942.37,15160.51
C0415,2017,Manufacturing,6965,13228432220.53,43747.24,30.75,3,Low,5.33,75.45,13.86,10.79,68.94,65.21,No,17816.44,9883.77
C0415,2018,Manufacturing,6965,12892505758.54,58767.8,47.92,3,Medium,6.14,83.34,14.16,6.16,81.99,65.7,No,20856.02,10665.29
C0415,2019,Manufacturing,6965,12776505862.77,55858.71,41.1,5,Medium,4.8,73.59,12.84,4.35,80.32,64.49,No,18323.1,8510.34
C0415,2020,Manufacturing,6965,17005208775.09,48819.18,33.5,1,Low,6.04,78.27,12.35,9.55,73.59,72.89,No,19322.42,7617.68
C0415,2021,Manufacturing,6965,17821268052.68,50242.67,39.56,1,Low,5.78,85.12,11.13,8.74,72.66,71.43,No,14825.17,10450.62
C0415,2022,Manufacturing,6965,21201466416.55,56951.11,47.05,6,Medium,5.79,76.17,9.21,10.15,78.3,64.13,No,13370.69,6941.25
C0415,2023,Manufacturing,6965,13546000711.79,52063.54,45.02,5,Medium,5.25,73.97,13.83,2.9,60.84,67.12,Yes,17688.11,10370.27
C0415,2024,Manufacturing,6965,14932572854.65,60979.64,48.18,4,Medium,4.86,74.56,10.12,3.69,69.65,64.35,No,17494.3,6061.0
C0416,2015,Retail,40101,6299886053.5,578390.54,42.31,2,Medium,6.1,80.93,10.43,5.7,78.89,65.22,No,18239.3,12119.22
C0416,2016,Retail,40101,6507370727.2,513851.25,35.8,4,Low,5.09,70.64,13.98,3.29,71.76,65.89,No,18617.46,12201.32
C0416,2017,Retail,40101,7035734946.21,585376.14,39.54,3,Low,5.84,80.23,11.26,5.68,76.35,70.99,Yes,24751.51,11931.07
C0416,2018,Retail,40101,7315321731.74,497070.8,50.69,6,Medium,5.66,76.88,11.8,5.11,76.03,68.84,No,15876.03,7243.5
C0416,2019,Retail,40101,7435773621.59,515070.2,46.49,3,Medium,3.92,74.54,13.79,4.23,67.84,64.42,No,20881.65,12380.82
C0416,2020,Retail,40101,10679493826.8,569292.12,48.99,5,Medium,4.07,77.74,13.51,11.13,69.46,64.95,No,22167.48,11027.89
C0416,2021,Retail,40101,8667905833.86,496605.52,56.85,5,Medium,5.46,80.18,11.77,5.46,77.7,63.89,Yes,18037.81,13846.77
C0416,2022,Retail,40101,10221166313.55,536721.25,50.51,4,Medium,4.83,75.56,13.61,7.16,78.25,68.54,No,19755.56,8510.83
C0416,2023,Retail,40101,10941600751.81,710249.5,55.51,4,Medium,5.85,77.8,9.53,7.14,80.7,73.09,No,20310.45,8845.37
C0416,2024,Retail,40101,8723597301.81,532922.87,54.1,6,Medium,5.52,79.75,11.51,3.68,77.88,65.45,No,18053.77,12751.47
C0417,2015,Finance,36857,12883147669.11,49224.28,26.4,1,Low,2.02,66.05,16.21,6.59,50.44,67.47,No,3873.14,2555.45
C0417,2016,Finance,36857,13489441816.96,43766.43,29.77,0,Low,2.24,69.64,15.8,4.71,61.93,62.63,No,2684.7,1764.45
C0417,2017,Finance,36857,14299980802.12,56879.66,40.2,2,Medium,3.56,75.08,15.45,5.36,62.73,67.94,No,3889.67,2393.17
C0417,2018,Finance,36857,17765050760.32,42960.2,23.84,1,Low,2.93,67.55,14.02,11.31,50.44,60.47,No,3562.39,2462.59
C0417,2019,Finance,36857,17073744419.9,43926.37,33.59,2,Low,3.34,72.49,14.78,7.29,66.11,68.22,No,4433.19,1679.06
C0417,2020,Finance,36857,19012964027.13,43353.78,46.66,4,Medium,3.91,76.17,12.3,8.09,73.23,68.16,No,3671.8,1530.19
C0417,2021,Finance,36857,24482694447.82,47780.77,46.32,2,Medium,3.49,66.46,13.19,11.29,68.34,64.71,No,3569.86,2774.82
C0417,2022,Finance,36857,17868398374.73,50147.36,42.61,5,Medium,3.63,74.37,14.05,4.78,58.09,61.15,No,3002.92,1823.36
C0417,2023,Finance,36857,30705587126.05,41950.31,44.59,3,Medium,5.16,82.8,12.67,11.47,77.86,65.92,No,4045.03,1375.21
C0417,2024,Finance,36857,21676885911.76,42027.77,50.12,3,Medium,4.74,77.45,10.15,5.95,77.61,69.65,No,3322.2,2448.94
C0418,2015,Healthcare,17719,11225565447.52,195987.14,37.38,2,Low,5.05,78.04,10.15,10.21,64.48,59.03,No,11559.69,5847.04
C0418,2016,Healthcare,17719,11742424955.52,255952.84,49.54,4,Medium,5.37,72.57,9.42,4.6,65.86,67.99,No,19791.55,11279.1
C0418,2017,Healthcare,17719,11883712475.83,238754.74,33.75,3,Low,4.98,74.62,13.24,2.89,62.57,69.69,Yes,17194.1,6739.56
C0418,2018,Healthcare,17719,14539516364.84,206811.29,36.66,4,Low,5.77,78.26,12.55,9.01,72.4,62.79,No,15675.52,10248.88
C0418,2019,Healthcare,17719,15940824871.25,182085.79,40.38,3,Medium,4.14,76.74,11.84,9.16,68.93,68.46,No,15396.48,9016.06
C0418,2020,Healthcare,17719,17792802374.84,186809.24,47.64,4,Medium,5.7,77.8,9.12,9.65,77.55,77.26,Yes,14612.17,12744.51
C0418,2021,Healthcare,17719,16563160533.61,188094.93,60.31,5,Medium,6.06,83.53,11.24,6.7,71.07,69.05,No,14632.44,8266.27
C0418,2022,Healthcare,17719,19183627150.81,263266.54,50.34,4,Medium,5.99,82.05,10.66,7.96,84.02,59.34,Yes,16592.14,8620.49
C0418,2023,Healthcare,17719,24711816087.69,282986.28,50.95,4,Medium,5.75,77.31,10.67,10.37,79.02,66.21,Yes,8872.03,4176.43
C0418,2024,Healthcare,17719,22305212634.8,251041.98,61.82,5,Medium,5.24,74.48,11.56,7.93,74.34,61.75,No,15031.1,5679.17
C0419,2015,Retail,47222,11047899207.74,42520.57,30.82,4,Low,10.0,81.02,8.55,6.52,76.63,69.34,Yes,23602.81,8635.74
C0419,2016,Retail,47222,11335632540.26,43727.66,29.97,2,Low,10.0,85.53,7.79,2.6,86.46,79.97,No,19794.69,15699.63
C0419,2017,Retail,47222,12492330236.32,41696.87,44.24,3,Medium,9.11,85.82,7.65,6.34,97.37,69.41,No,24103.41,21421.13
C0419,2018,Retail,47222,13431050036.26,62415.61,49.1,4,Medium,10.0,87.97,5.75,6.73,92.47,67.8,No,25538.37,13409.16
C0419,2019,Retail,47222,14419872338.81,52281.35,32.85,3,Low,10.0,84.02,10.55,6.89,83.84,65.02,No,25337.87,11207.6
C0419,2020,Retail,47222,11975363458.33,49179.92,49.02,5,Medium,10.0,82.9,5.45,1.63,89.54,69.07,No,26171.92,14547.11
C0419,2021,Retail,47222,17322602724.14,65640.57,46.53,6,Medium,10.0,90.11,5.27,7.78,86.17,77.06,No,24083.7,19807.12
C0419,2022,Retail,47222,16200206296.84,44516.9,53.46,3,Medium,10.0,87.24,6.33,5.62,92.25,68.82,Yes,23853.54,12924.73
C0419,2023,Retail,47222,24846491093.51,49853.0,52.79,7,Medium,10.0,83.77,7.53,10.66,77.66,68.6,Yes,25913.62,11012.48
C0419,2024,Retail,47222,26306785886.83,52666.75,59.79,3,Medium,10.0,88.36,5.6,10.12,84.91,69.31,Yes,22760.41,12504.9
C0420,2015,Finance,997,16424682911.45,172630.84,32.64,3,Low,9.66,83.5,10.36,7.45,91.36,69.99,Yes,122.59,45.52
C0420,2016,Finance,997,16952888740.66,172551.69,37.04,4,Low,8.97,83.52,9.32,3.22,86.36,69.36,Yes,111.26,82.81
C0420,2017,Finance,997,18374469730.93,169848.5,39.43,5,Low,10.0,84.51,9.55,5.77,82.62,68.53,Yes,70.51,39.84
C0420,2018,Finance,997,19039964491.82,169212.87,46.89,4,Medium,9.94,83.78,6.67,5.05,87.56,68.36,Yes,91.76,82.17
C0420,2019,Finance,997,23311524119.64,142093.53,53.19,2,Medium,9.45,81.33,6.55,9.15,86.28,66.19,Yes,114.53,97.49
C0420,2020,Finance,997,23633686863.69,138912.14,56.17,5,Medium,9.64,87.92,7.0,7.55,85.95,72.74,Yes,92.19,62.3
C0420,2021,Finance,997,16066174891.51,187555.07,54.79,4,Medium,9.74,80.09,9.27,-0.37,92.0,70.62,No,97.48,57.32
C0420,2022,Finance,997,27576979756.22,141365.65,53.31,4,Medium,10.0,87.05,5.94,7.68,86.57,75.11,No,81.88,37.46
C0420,2023,Finance,997,27569380857.74,164374.43,50.56,5,Medium,10.0,87.6,7.65,6.69,82.55,75.77,No,78.58,70.41
C0420,2024,Finance,997,41313787874.9,216495.03,58.89,6,Medium,8.75,90.92,8.55,10.79,92.44,67.6,Yes,102.04,89.29
C0421,2015,Retail,32153,1563029616.47,144418.24,31.37,3,Low,5.85,81.25,14.07,4.07,64.28,72.19,No,18754.06,6880.16
C0421,2016,Retail,32153,1673230065.49,93000.67,39.39,2,Low,6.27,80.42,12.19,7.05,71.54,66.62,No,21132.53,17744.97
C0421,2017,Retail,32153,1780603032.65,118799.83,49.81,5,Medium,8.23,79.12,9.7,6.73,88.98,77.6,No,17682.53,10630.39
C0421,2018,Retail,32153,1987515407.99,149467.28,42.66,4,Medium,6.96,85.34,8.26,8.34,73.92,81.99,No,17712.46,14460.25
C0421,2019,Retail,32153,2026323820.29,175326.89,43.85,3,Medium,6.95,82.25,12.62,6.71,73.25,65.9,Yes,14051.6,6473.49
C0421,2020,Retail,32153,1867347631.32,166910.9,48.13,5,Medium,8.93,87.69,8.33,3.62,80.61,62.98,No,13946.49,6746.82
C0421,2021,Retail,32153,2375346862.42,176055.56,51.14,4,Medium,8.03,84.66,10.82,7.22,86.79,71.67,Yes,11848.82,8328.38
C0421,2022,Retail,32153,3117741825.03,130747.35,47.14,5,Medium,8.03,83.62,7.99,10.37,73.94,76.9,No,15794.59,10235.07
C0421,2023,Retail,32153,3407642715.19,142239.53,58.4,4,Medium,8.39,86.16,6.2,10.23,88.69,79.55,No,14730.13,9810.13
C0421,2024,Retail,32153,3602066691.03,130960.04,57.51,4,Medium,7.4,84.55,8.92,9.72,85.05,67.29,No,16631.28,5936.88
C0422,2015,Manufacturing,11399,2252282580.75,85956.84,34.25,2,Low,2.83,74.43,15.26,5.25,57.9,70.18,No,34882.94,23397.99
C0422,2016,Manufacturing,11399,2295046473.18,84332.99,30.39,4,Low,5.13,76.69,12.81,1.9,63.3,67.58,No,28362.8,12378.31
C0422,2017,Manufacturing,11399,2653575530.52,77843.19,41.77,4,Medium,3.23,72.69,13.75,8.54,66.67,68.2,No,29965.63,22046.05
C0422,2018,Manufacturing,11399,2580762593.11,73326.38,33.64,3,Low,3.68,69.16,12.87,4.64,52.85,62.91,No,22300.89,12111.01
C0422,2019,Manufacturing,11399,2649283100.89,78753.47,48.4,4,Medium,3.84,73.32,13.15,4.14,67.65,69.45,No,29582.73,16320.83
C0422,2020,Manufacturing,11399,3009513652.18,69592.03,41.35,3,Medium,5.63,77.11,10.48,5.97,72.39,72.03,No,21932.46,19148.75
C0422,2021,Manufacturing,11399,2089253886.46,73144.52,50.65,5,Medium,4.33,76.47,11.12,-1.24,71.96,72.51,Yes,24578.49,19568.44
C0422,2022,Manufacturing,11399,4395406276.66,92989.69,43.13,5,Medium,4.31,78.07,10.58,10.02,74.95,69.74,No,23544.59,15564.13
C0422,2023,Manufacturing,11399,3487287784.58,75852.44,61.47,5,Medium,4.86,84.66,9.79,5.62,68.38,73.81,No,35264.85,16772.95
C0422,2024,Manufacturing,11399,4458069878.83,65455.25,51.13,2,Medium,4.35,76.54,11.53,7.88,75.65,72.75,Yes,30763.97,14821.75
C0423,2015,Healthcare,24107,3310457133.05,74975.75,26.18,1,Low,3.76,67.54,15.62,7.1,62.32,59.35,No,23041.27,13896.47
C0423,2016,Healthcare,24107,3391024752.52,109540.66,35.2,2,Low,3.68,72.9,11.26,2.43,70.04,70.05,No,14350.38,9551.84
C0423,2017,Healthcare,24107,3674514749.91,117266.18,27.87,1,Low,3.03,69.59,16.31,5.36,51.96,61.91,No,23615.0,8352.45
C0423,2018,Healthcare,24107,3982156265.0,92797.73,36.57,3,Low,3.75,72.83,13.83,6.35,71.68,63.17,No,18441.95,6944.66
C0423,2019,Healthcare,24107,4059606766.27,102248.7,50.68,4,Medium,4.33,77.66,10.94,5.23,70.8,66.62,No,15170.93,10393.78
C0423,2020,Healthcare,24107,4893121798.76,109549.36,42.48,4,Medium,3.78,73.83,13.96,8.13,67.11,65.09,Yes,16093.67,6396.38
C0423,2021,Healthcare,24107,4273834905.48,96343.63,51.83,5,Medium,4.29,76.42,15.27,4.35,70.79,70.24,No,20750.88,8627.56
C0423,2022,Healthcare,24107,4313004745.71,84451.81,40.55,4,Medium,4.02,74.69,11.6,3.85,64.03,55.19,Yes,19851.47,13628.89
C0423,2023,Healthcare,24107,4970051151.39,101653.03,51.9,5,Medium,3.98,80.06,13.61,5.21,60.95,72.37,No,25007.9,14320.29
C0423,2024,Healthcare,24107,4842809402.14,130988.43,46.57,5,Medium,4.84,73.38,8.92,4.32,68.24,66.65,Yes,15963.48,11381.53
C0424,2015,Retail,26142,18751273518.76,78451.42,22.89,2,Low,4.99,73.39,15.97,6.29,72.22,68.06,No,11977.45,10056.22
C0424,2016,Retail,26142,20042229579.21,61490.35,34.61,3,Low,5.77,80.14,14.96,6.88,77.13,68.49,No,12328.05,9129.25
C0424,2017,Retail,26142,21404370254.35,79284.31,40.99,6,Medium,5.32,77.55,11.01,6.84,68.47,64.44,Yes,14343.27,7263.89
C0424,2018,Retail,26142,22414910698.49,75032.86,48.7,5,Medium,3.83,70.68,14.96,6.13,71.45,67.01,No,11495.67,7348.76
C0424,2019,Retail,26142,25285277998.26,100226.95,43.39,5,Medium,5.22,74.44,12.45,7.76,68.31,69.1,No,11352.22,7754.18
C0424,2020,Retail,26142,24108830195.26,86812.23,39.26,3,Low,5.82,71.91,8.82,5.15,65.97,61.09,No,13496.29,9388.55
C0424,2021,Retail,26142,26702646496.44,64102.64,44.64,5,Medium,6.27,75.54,10.44,6.07,74.17,79.4,Yes,14688.62,10553.56
C0424,2022,Retail,26142,31893678698.58,84377.14,48.8,6,Medium,5.56,76.91,10.71,7.88,72.55,69.09,No,12308.89,7110.66
C0424,2023,Retail,26142,32226932068.97,87464.29,54.72,5,Medium,5.34,76.5,11.19,7.0,77.93,72.93,No,14174.65,5979.3
C0424,2024,Retail,26142,34081802433.83,89806.93,62.71,6,Medium,4.82,78.75,10.63,6.86,68.21,71.61,No,13717.26,6005.57
C0425,2015,Technology,46395,3363948415.26,84260.48,32.57,3,Low,6.11,74.64,12.5,4.63,69.65,68.48,No,9258.08,4998.62
C0425,2016,Technology,46395,3548210208.28,81238.0,47.88,3,Medium,5.31,76.26,10.61,5.48,66.65,68.11,No,9455.88,7167.83
C0425,2017,Technology,46395,3809699748.73,96425.0,35.74,2,Low,6.59,74.87,11.2,6.42,70.58,68.43,No,9491.43,8372.03
C0425,2018,Technology,46395,3940293304.77,116100.97,36.34,3,Low,6.0,72.43,9.9,5.41,68.19,68.0,Yes,9356.82,5129.6
C0425,2019,Technology,46395,3943402739.73,92864.42,50.21,4,Medium,5.51,76.96,10.37,4.05,76.81,71.17,No,10529.84,5944.15
C0425,2020,Technology,46395,4739209800.35,76854.0,40.82,1,Medium,5.71,75.78,11.0,7.1,70.39,66.94,No,7638.67,3969.01
C0425,2021,Technology,46395,4554027577.84,88498.03,48.75,3,Medium,5.35,74.47,8.62,5.18,75.3,63.48,No,12005.74,9692.45
C0425,2022,Technology,46395,5421755461.5,91658.53,55.59,5,Medium,8.37,89.44,9.85,7.06,91.84,69.85,Yes,9012.5,3879.56
C0425,2023,Technology,46395,5087309106.51,100053.23,45.06,3,Medium,7.29,80.09,11.91,5.31,63.04,67.33,Yes,9029.89,3379.92
C0425,2024,Technology,46395,7675743912.69,117692.44,55.28,5,Medium,5.45,77.83,12.43,9.6,70.19,68.51,No,10555.72,6182.94
C0426,2015,Manufacturing,12945,4043617418.09,19001.48,24.38,1,Low,4.77,75.48,12.03,7.64,64.28,72.71,No,43615.4,18306.51
C0426,2016,Manufacturing,12945,4379268169.45,22039.2,30.42,3,Low,4.03,73.0,14.07,8.3,65.88,64.39,No,43812.55,22221.01
C0426,2017,Manufacturing,12945,5021636470.69,25429.15,32.53,3,Low,4.58,72.31,11.76,11.44,75.94,64.09,No,36606.29,23535.11
C0426,2018,Manufacturing,12945,4878936190.32,22908.67,33.03,4,Low,5.36,80.74,12.02,6.46,69.87,64.05,No,19681.66,8763.82
C0426,2019,Manufacturing,12945,4900108121.4,23871.46,41.28,3,Medium,5.42,79.5,14.06,4.92,69.63,67.91,No,28994.55,21863.78
C0426,2020,Manufacturing,12945,5827702960.77,20829.54,52.47,3,Medium,5.1,78.79,10.09,7.58,70.59,65.15,No,41376.8,23715.51
C0426,2021,Manufacturing,12945,4787055129.03,20884.77,46.69,6,Medium,5.12,76.63,10.17,2.85,73.63,78.1,No,35688.58,12226.11
C0426,2022,Manufacturing,12945,5836528672.46,22892.84,52.32,4,Medium,4.57,75.19,7.76,5.38,69.0,67.1,No,37256.08,30227.63
C0426,2023,Manufacturing,12945,6628984821.43,14746.73,49.57,5,Medium,5.32,79.55,12.06,6.37,79.7,64.47,No,40536.84,29298.38
C0426,2024,Manufacturing,12945,6311381586.83,24008.32,54.21,7,Medium,4.81,84.71,10.17,5.07,75.29,74.5,No,30529.88,24492.37
C0427,2015,Retail,8593,2221104817.01,1214219.15,44.01,7,Medium,5.4,83.18,10.65,9.43,65.18,57.97,No,4740.02,2741.66
C0427,2016,Retail,8593,2380621577.68,1291553.36,53.39,5,Medium,4.67,75.91,15.57,7.18,72.83,68.06,No,3331.4,2786.47
